id,capaNo,productName,issueType,severity,rootCause,department,productionLine,lotNo,claimSource,assignee,dueDate,status,createdAt,completedAt
692,CAPA-2026-0469,쿠션 A,고객불만,중,협력사,생산1팀,A라인,LOT-20260618-253,자체검사,최유리,2026-07-17,action,2026-06-18,
693,CAPA-2026-0470,아이크림 B,포장불량,중,기타,생산1팀,A라인,LOT-20260618-432,자체검사,최유리,2026-07-11,analysis,2026-06-18,
694,CAPA-2026-0471,쿠션 A,기타,중,원자재,생산2팀,C라인,LOT-20260618-196,고객사,정하늘,2026-07-17,action,2026-06-18,
695,CAPA-2026-0472,아이섀도 A,고객불만,중,협력사,품질보증팀,A라인,LOT-20260618-482,고객사,임지호,2026-06-30,action,2026-06-18,
696,CAPA-2026-0473,마스크팩 A,고객불만,중,협력사,구매팀,D라인,LOT-20260618-125,고객사,최유리,2026-07-16,analysis,2026-06-18,
697,CAPA-2026-0474,쿠션 A,원료불량,상,작업자실수,생산1팀,D라인,LOT-20260618-567,정부기관,한소율,2026-07-03,action,2026-06-18,
698,CAPA-2026-0475,샴푸 B,포장불량,중,협력사,생산1팀,C라인,LOT-20260618-271,내부감사,신예은,2026-07-07,action,2026-06-18,
699,CAPA-2026-0476,토너 A,공정이탈,하,설비,생산2팀,D라인,LOT-20260618-653,자체검사,임지호,2026-07-11,action,2026-06-18,
700,CAPA-2026-0477,파운데이션 A,고객불만,중,표준서미비,생산1팀,D라인,LOT-20260619-419,내부감사,윤서아,2026-07-08,analysis,2026-06-19,
701,CAPA-2026-0478,토너 B,표시오류,중,협력사,생산1팀,A라인,LOT-20260619-974,내부감사,김지현,2026-07-05,analysis,2026-06-19,
702,CAPA-2026-0479,선스틱 B,고객불만,중,작업자실수,물류팀,B라인,LOT-20260619-357,고객사,오도윤,2026-07-09,analysis,2026-06-19,
703,CAPA-2026-0480,세럼 A,공정이탈,중,표준서미비,구매팀,A라인,LOT-20260619-867,자체검사,조현우,2026-07-19,action,2026-06-19,
704,CAPA-2026-0481,토너 A,기타,중,협력사,품질보증팀,A라인,LOT-20260619-301,내부감사,임지호,2026-07-11,analysis,2026-06-19,
705,CAPA-2026-0482,립밤 B,포장불량,중,협력사,생산1팀,D라인,LOT-20260619-415,자체검사,임지호,2026-07-06,analysis,2026-06-19,
706,CAPA-2026-0483,립스틱 A,고객불만,하,원자재,생산2팀,B라인,LOT-20260619-149,고객사,윤서아,2026-07-03,analysis,2026-06-19,
707,CAPA-2026-0484,헤어에센스 B,고객불만,하,작업자실수,물류팀,B라인,LOT-20260619-028,고객사,정하늘,2026-07-11,analysis,2026-06-19,
708,CAPA-2026-0485,바디로션 A,원료불량,중,작업자실수,물류팀,D라인,LOT-20260619-557,정부기관,강민준,2026-07-01,action,2026-06-19,
709,CAPA-2026-0486,블러셔 A,공정이탈,중,원자재,생산1팀,B라인,LOT-20260619-694,고객사,문서현,2026-07-09,action,2026-06-19,
710,CAPA-2026-0487,핸드크림 B,포장불량,하,협력사,생산1팀,D라인,LOT-20260620-126,자체검사,배주안,2026-07-09,analysis,2026-06-20,
711,CAPA-2026-0488,핸드크림 B,표시오류,하,작업자실수,구매팀,B라인,LOT-20260620-012,고객사,한소율,2026-07-18,analysis,2026-06-20,
712,CAPA-2026-0489,미스트 B,표시오류,중,표준서미비,구매팀,A라인,LOT-20260620-323,자체검사,박서준,2026-07-07,analysis,2026-06-20,
713,CAPA-2026-0490,선크림 A,원료불량,중,작업자실수,생산1팀,C라인,LOT-20260620-983,고객사,오도윤,2026-07-14,analysis,2026-06-20,
714,CAPA-2026-0491,세럼 B,포장불량,중,표준서미비,생산1팀,B라인,LOT-20260620-580,자체검사,오도윤,2026-07-15,analysis,2026-06-20,
715,CAPA-2026-0492,마스크팩 A,원료불량,하,협력사,품질보증팀,A라인,LOT-20260620-757,정부기관,이수민,2026-07-11,action,2026-06-20,
716,CAPA-2026-0493,핸드크림 A,포장불량,중,표준서미비,물류팀,C라인,LOT-20260620-091,정부기관,한소율,2026-07-16,action,2026-06-20,
717,CAPA-2026-0494,마스크팩 A,고객불만,중,설비,구매팀,A라인,LOT-20260620-617,자체검사,오도윤,2026-07-03,analysis,2026-06-20,
718,CAPA-2026-0495,앰플 B,기타,중,원자재,구매팀,D라인,LOT-20260620-004,고객사,박서준,2026-07-16,action,2026-06-20,
719,CAPA-2026-0496,아이크림 A,기타,중,설비,물류팀,C라인,LOT-20260620-337,정부기관,이수민,2026-07-17,analysis,2026-06-20,
720,CAPA-2026-0497,립밤 A,포장불량,중,표준서미비,구매팀,A라인,LOT-20260621-361,자체검사,박서준,2026-07-08,analysis,2026-06-21,
721,CAPA-2026-0498,헤어에센스 A,공정이탈,중,기타,품질보증팀,B라인,LOT-20260621-449,내부감사,윤서아,2026-07-09,action,2026-06-21,
722,CAPA-2026-0499,헤어에센스 A,고객불만,하,표준서미비,품질보증팀,C라인,LOT-20260621-707,자체검사,김지현,2026-07-19,action,2026-06-21,
723,CAPA-2026-0500,헤어에센스 A,포장불량,중,원자재,물류팀,A라인,LOT-20260621-260,자체검사,오도윤,2026-07-08,analysis,2026-06-21,
724,CAPA-2026-0501,쿠션 A,기타,중,설비,품질보증팀,D라인,LOT-20260622-567,자체검사,오도윤,2026-07-02,action,2026-06-22,
725,CAPA-2026-0502,아이섀도 A,고객불만,하,설비,생산2팀,A라인,LOT-20260622-378,내부감사,윤서아,2026-07-20,action,2026-06-22,
726,CAPA-2026-0503,세럼 A,포장불량,하,작업자실수,물류팀,A라인,LOT-20260622-493,자체검사,한소율,2026-07-16,action,2026-06-22,
727,CAPA-2026-0504,바디로션 B,기타,상,원자재,물류팀,C라인,LOT-20260622-080,자체검사,신예은,2026-07-15,analysis,2026-06-22,
728,CAPA-2026-0505,클렌징폼 B,공정이탈,하,작업자실수,구매팀,D라인,LOT-20260622-191,자체검사,임지호,2026-07-08,action,2026-06-22,
729,CAPA-2026-0506,립밤 B,표시오류,중,협력사,생산1팀,B라인,LOT-20260622-764,내부감사,신예은,2026-07-08,analysis,2026-06-22,
730,CAPA-2026-0507,아이섀도 A,기타,상,협력사,구매팀,C라인,LOT-20260622-357,정부기관,문서현,2026-07-22,action,2026-06-22,
731,CAPA-2026-0508,핸드크림 A,공정이탈,중,설비,생산1팀,D라인,LOT-20260622-392,고객사,김지현,2026-07-11,analysis,2026-06-22,
732,CAPA-2026-0509,마스크팩 A,표시오류,하,원자재,생산2팀,A라인,LOT-20260622-027,고객사,정하늘,2026-07-02,action,2026-06-22,
733,CAPA-2026-0510,립스틱 A,공정이탈,상,표준서미비,구매팀,D라인,LOT-20260622-981,내부감사,문서현,2026-07-13,action,2026-06-22,
734,CAPA-2026-0511,립밤 A,표시오류,중,원자재,생산2팀,C라인,LOT-20260622-339,고객사,윤서아,2026-07-22,action,2026-06-22,
735,CAPA-2026-0512,세럼 B,원료불량,중,설비,물류팀,A라인,LOT-20260622-667,고객사,정하늘,2026-07-19,analysis,2026-06-22,
736,CAPA-2026-0513,쿠션 B,공정이탈,하,작업자실수,구매팀,C라인,LOT-20260622-762,내부감사,김지현,2026-07-16,action,2026-06-22,
737,CAPA-2026-0514,핸드크림 B,원료불량,하,작업자실수,구매팀,B라인,LOT-20260622-600,고객사,조현우,2026-07-07,action,2026-06-22,
738,CAPA-2026-0515,선크림 A,고객불만,상,기타,품질보증팀,C라인,LOT-20260622-046,고객사,강민준,2026-07-20,analysis,2026-06-22,
739,CAPA-2026-0516,샴푸 B,원료불량,중,협력사,구매팀,A라인,LOT-20260622-730,고객사,윤서아,2026-07-03,analysis,2026-06-22,
740,CAPA-2026-0517,립밤 B,원료불량,하,작업자실수,구매팀,A라인,LOT-20260622-607,정부기관,윤서아,2026-07-06,action,2026-06-22,
741,CAPA-2026-0518,수분크림 B,공정이탈,중,원자재,생산2팀,C라인,LOT-20260623-929,자체검사,정하늘,2026-07-03,analysis,2026-06-23,
742,CAPA-2026-0519,앰플 A,원료불량,상,원자재,생산2팀,D라인,LOT-20260623-898,자체검사,임지호,2026-07-01,analysis,2026-06-23,
743,CAPA-2026-0520,쿠션 B,고객불만,하,작업자실수,물류팀,A라인,LOT-20260623-624,고객사,신예은,2026-07-12,received,2026-06-23,
744,CAPA-2026-0521,쿠션 B,공정이탈,중,작업자실수,물류팀,B라인,LOT-20260623-733,고객사,이수민,2026-07-15,received,2026-06-23,
745,CAPA-2026-0522,아이섀도 B,공정이탈,중,기타,구매팀,C라인,LOT-20260623-224,자체검사,최유리,2026-07-15,action,2026-06-23,
746,CAPA-2026-0523,선크림 B,표시오류,상,협력사,품질보증팀,A라인,LOT-20260623-244,고객사,문서현,2026-07-05,received,2026-06-23,
747,CAPA-2026-0524,샴푸 B,공정이탈,중,표준서미비,물류팀,C라인,LOT-20260623-463,정부기관,문서현,2026-07-01,analysis,2026-06-23,
748,CAPA-2026-0525,립밤 A,공정이탈,중,원자재,생산1팀,B라인,LOT-20260623-505,내부감사,윤서아,2026-07-13,received,2026-06-23,
749,CAPA-2026-0526,헤어에센스 A,원료불량,중,작업자실수,생산2팀,C라인,LOT-20260623-637,고객사,조현우,2026-07-17,received,2026-06-23,
750,CAPA-2026-0527,바디로션 A,고객불만,상,원자재,물류팀,D라인,LOT-20260623-609,내부감사,김지현,2026-07-16,received,2026-06-23,
751,CAPA-2026-0528,쿠션 B,고객불만,하,협력사,구매팀,C라인,LOT-20260623-300,자체검사,임지호,2026-07-18,action,2026-06-23,
752,CAPA-2026-0529,헤어에센스 A,원료불량,중,설비,생산1팀,B라인,LOT-20260623-891,고객사,김지현,2026-07-15,analysis,2026-06-23,
753,CAPA-2026-0530,블러셔 B,포장불량,중,작업자실수,물류팀,A라인,LOT-20260623-493,고객사,배주안,2026-07-16,received,2026-06-23,
754,CAPA-2026-0531,헤어에센스 B,고객불만,하,기타,생산2팀,A라인,LOT-20260623-138,고객사,이수민,2026-07-10,received,2026-06-23,
755,CAPA-2026-0532,선크림 B,고객불만,상,협력사,구매팀,C라인,LOT-20260624-156,고객사,박서준,2026-07-07,received,2026-06-24,
756,CAPA-2026-0533,앰플 B,기타,상,협력사,생산2팀,A라인,LOT-20260624-191,자체검사,오도윤,2026-07-17,action,2026-06-24,
757,CAPA-2026-0534,선스틱 A,고객불만,하,설비,생산2팀,B라인,LOT-20260624-261,자체검사,신예은,2026-07-05,action,2026-06-24,
758,CAPA-2026-0535,바디로션 B,포장불량,상,협력사,생산2팀,D라인,LOT-20260624-850,정부기관,이수민,2026-07-02,received,2026-06-24,
759,CAPA-2026-0536,마스크팩 B,기타,중,작업자실수,품질보증팀,C라인,LOT-20260624-332,고객사,오도윤,2026-07-13,received,2026-06-24,
760,CAPA-2026-0537,수분크림 A,표시오류,하,원자재,품질보증팀,B라인,LOT-20260624-037,고객사,배주안,2026-07-02,received,2026-06-24,
761,CAPA-2026-0538,앰플 B,공정이탈,하,기타,물류팀,B라인,LOT-20260624-409,내부감사,최유리,2026-07-05,analysis,2026-06-24,
762,CAPA-2026-0539,선크림 B,포장불량,하,표준서미비,물류팀,D라인,LOT-20260624-855,자체검사,한소율,2026-07-04,analysis,2026-06-24,
763,CAPA-2026-0540,토너 B,기타,중,작업자실수,생산1팀,B라인,LOT-20260624-174,고객사,조현우,2026-07-13,action,2026-06-24,
764,CAPA-2026-0541,핸드크림 A,원료불량,하,표준서미비,생산1팀,C라인,LOT-20260624-483,자체검사,조현우,2026-07-02,received,2026-06-24,
765,CAPA-2026-0542,핸드크림 B,원료불량,중,원자재,생산2팀,A라인,LOT-20260624-486,자체검사,박서준,2026-07-11,received,2026-06-24,
766,CAPA-2026-0543,미스트 B,포장불량,상,협력사,생산2팀,A라인,LOT-20260624-554,자체검사,정하늘,2026-07-17,analysis,2026-06-24,
767,CAPA-2026-0544,핸드크림 B,원료불량,중,표준서미비,구매팀,C라인,LOT-20260624-307,고객사,강민준,2026-07-06,received,2026-06-24,
768,CAPA-2026-0545,선스틱 A,표시오류,중,기타,생산1팀,B라인,LOT-20260624-424,정부기관,오도윤,2026-07-03,received,2026-06-24,
769,CAPA-2026-0546,바디로션 B,공정이탈,하,협력사,생산1팀,A라인,LOT-20260624-876,자체검사,이수민,2026-07-07,received,2026-06-24,
770,CAPA-2026-0547,선스틱 A,기타,상,원자재,품질보증팀,D라인,LOT-20260624-493,정부기관,한소율,2026-07-04,analysis,2026-06-24,
771,CAPA-2026-0548,바디로션 A,공정이탈,하,기타,생산2팀,C라인,LOT-20260624-232,자체검사,윤서아,2026-07-19,received,2026-06-24,
772,CAPA-2026-0549,바디로션 A,표시오류,하,설비,품질보증팀,B라인,LOT-20260624-706,자체검사,정하늘,2026-07-18,action,2026-06-24,
773,CAPA-2026-0550,립스틱 A,포장불량,하,표준서미비,물류팀,D라인,LOT-20260624-195,고객사,임지호,2026-07-11,received,2026-06-24,
774,CAPA-2026-0551,헤어에센스 B,공정이탈,중,설비,생산2팀,A라인,LOT-20260624-726,내부감사,문서현,2026-07-14,received,2026-06-24,
775,CAPA-2026-0552,블러셔 A,표시오류,하,원자재,구매팀,D라인,LOT-20260624-958,자체검사,조현우,2026-07-08,received,2026-06-24,
776,CAPA-2026-0553,쿠션 B,공정이탈,중,원자재,생산1팀,C라인,LOT-20260624-779,고객사,박서준,2026-07-17,received,2026-06-24,
777,CAPA-2026-0554,헤어에센스 A,포장불량,중,원자재,생산1팀,A라인,LOT-20260624-256,고객사,한소율,2026-07-22,analysis,2026-06-24,
778,CAPA-2026-0555,쿠션 B,기타,하,설비,품질보증팀,D라인,LOT-20260625-859,내부감사,이수민,2026-07-07,action,2026-06-25,
779,CAPA-2026-0556,세럼 A,원료불량,중,원자재,품질보증팀,A라인,LOT-20260625-376,자체검사,정하늘,2026-07-10,action,2026-06-25,
780,CAPA-2026-0557,마스크팩 B,기타,하,작업자실수,생산2팀,C라인,LOT-20260625-209,고객사,오도윤,2026-07-14,analysis,2026-06-25,
781,CAPA-2026-0558,마스크팩 A,원료불량,중,기타,생산1팀,A라인,LOT-20260625-157,고객사,문서현,2026-07-07,action,2026-06-25,
782,CAPA-2026-0559,앰플 B,기타,하,협력사,물류팀,B라인,LOT-20260625-220,자체검사,조현우,2026-07-11,analysis,2026-06-25,
783,CAPA-2026-0560,핸드크림 B,기타,중,표준서미비,물류팀,A라인,LOT-20260625-029,고객사,최유리,2026-07-05,action,2026-06-25,
784,CAPA-2026-0561,선크림 B,기타,중,협력사,생산1팀,D라인,LOT-20260625-860,정부기관,문서현,2026-07-18,action,2026-06-25,
785,CAPA-2026-0562,파운데이션 A,포장불량,중,원자재,구매팀,C라인,LOT-20260625-460,고객사,이수민,2026-07-16,analysis,2026-06-25,
786,CAPA-2026-0563,선스틱 A,포장불량,상,작업자실수,생산2팀,A라인,LOT-20260625-996,고객사,임지호,2026-07-02,analysis,2026-06-25,
787,CAPA-2026-0564,바디로션 B,원료불량,중,표준서미비,물류팀,B라인,LOT-20260625-191,고객사,오도윤,2026-07-08,received,2026-06-25,
788,CAPA-2026-0565,쿠션 A,표시오류,하,작업자실수,물류팀,D라인,LOT-20260625-552,고객사,김지현,2026-07-06,action,2026-06-25,
789,CAPA-2026-0566,립밤 B,원료불량,중,기타,생산2팀,C라인,LOT-20260625-039,내부감사,조현우,2026-07-22,action,2026-06-25,
790,CAPA-2026-0567,헤어에센스 B,기타,상,기타,생산1팀,C라인,LOT-20260625-780,고객사,조현우,2026-07-15,action,2026-06-25,
791,CAPA-2026-0568,바디로션 B,포장불량,상,기타,생산1팀,B라인,LOT-20260625-535,고객사,윤서아,2026-07-15,received,2026-06-25,
792,CAPA-2026-0569,헤어에센스 A,원료불량,중,원자재,구매팀,A라인,LOT-20260625-868,고객사,정하늘,2026-07-08,analysis,2026-06-25,
793,CAPA-2026-0570,립밤 B,기타,중,원자재,물류팀,D라인,LOT-20260625-685,내부감사,신예은,2026-07-23,action,2026-06-25,
794,CAPA-2026-0571,헤어에센스 A,고객불만,상,협력사,생산2팀,A라인,LOT-20260625-101,자체검사,오도윤,2026-07-09,analysis,2026-06-25,
795,CAPA-2026-0572,립밤 B,원료불량,중,작업자실수,생산2팀,D라인,LOT-20260626-375,내부감사,최유리,2026-07-15,received,2026-06-26,
796,CAPA-2026-0573,립밤 B,포장불량,하,작업자실수,생산1팀,C라인,LOT-20260626-561,내부감사,최유리,2026-07-16,received,2026-06-26,
797,CAPA-2026-0574,립스틱 B,기타,하,설비,생산1팀,C라인,LOT-20260626-770,자체검사,김지현,2026-07-05,analysis,2026-06-26,
798,CAPA-2026-0575,헤어에센스 A,포장불량,중,기타,생산1팀,A라인,LOT-20260626-255,내부감사,정하늘,2026-07-21,analysis,2026-06-26,
799,CAPA-2026-0576,아이크림 A,기타,하,작업자실수,생산2팀,C라인,LOT-20260626-844,고객사,한소율,2026-07-05,received,2026-06-26,
800,CAPA-2026-0577,클렌징폼 A,원료불량,중,표준서미비,생산1팀,D라인,LOT-20260626-335,자체검사,조현우,2026-07-18,analysis,2026-06-26,
801,CAPA-2026-0578,립스틱 B,고객불만,중,원자재,생산1팀,D라인,LOT-20260626-105,내부감사,이수민,2026-07-07,received,2026-06-26,
802,CAPA-2026-0579,파운데이션 A,표시오류,중,설비,물류팀,D라인,LOT-20260626-165,자체검사,문서현,2026-07-13,received,2026-06-26,
803,CAPA-2026-0580,토너 A,공정이탈,상,표준서미비,품질보증팀,B라인,LOT-20260626-764,정부기관,박서준,2026-07-20,received,2026-06-26,
804,CAPA-2026-0581,수분크림 A,기타,중,기타,생산2팀,B라인,LOT-20260626-819,고객사,임지호,2026-07-04,analysis,2026-06-26,
805,CAPA-2026-0582,아이섀도 B,공정이탈,중,작업자실수,물류팀,A라인,LOT-20260626-951,고객사,최유리,2026-07-18,received,2026-06-26,
806,CAPA-2026-0583,선스틱 A,공정이탈,하,기타,생산1팀,A라인,LOT-20260626-750,고객사,김지현,2026-07-19,received,2026-06-26,
807,CAPA-2026-0584,마스크팩 A,포장불량,중,원자재,품질보증팀,C라인,LOT-20260626-520,고객사,김지현,2026-07-18,received,2026-06-26,
808,CAPA-2026-0585,세럼 A,기타,하,협력사,물류팀,B라인,LOT-20260626-782,내부감사,오도윤,2026-07-04,analysis,2026-06-26,
809,CAPA-2026-0586,토너 A,고객불만,중,작업자실수,품질보증팀,B라인,LOT-20260626-380,고객사,김지현,2026-07-16,analysis,2026-06-26,
810,CAPA-2026-0587,파운데이션 A,표시오류,상,작업자실수,물류팀,D라인,LOT-20260626-012,자체검사,오도윤,2026-07-08,received,2026-06-26,
811,CAPA-2026-0588,헤어에센스 A,표시오류,하,작업자실수,생산2팀,D라인,LOT-20260626-014,고객사,강민준,2026-07-08,received,2026-06-26,
812,CAPA-2026-0589,쿠션 A,공정이탈,하,표준서미비,품질보증팀,A라인,LOT-20260626-095,자체검사,윤서아,2026-07-14,received,2026-06-26,
813,CAPA-2026-0590,블러셔 B,기타,중,설비,생산1팀,C라인,LOT-20260626-397,정부기관,김지현,2026-07-05,received,2026-06-26,
814,CAPA-2026-0591,쿠션 B,공정이탈,하,협력사,물류팀,B라인,LOT-20260626-847,내부감사,김지현,2026-07-05,analysis,2026-06-26,
815,CAPA-2026-0592,선스틱 A,표시오류,상,작업자실수,생산1팀,B라인,LOT-20260626-598,자체검사,이수민,2026-07-20,analysis,2026-06-26,
816,CAPA-2026-0593,핸드크림 A,표시오류,중,기타,생산2팀,C라인,LOT-20260626-378,고객사,조현우,2026-07-09,analysis,2026-06-26,
817,CAPA-2026-0594,앰플 B,공정이탈,하,원자재,생산2팀,A라인,LOT-20260626-526,자체검사,임지호,2026-07-06,received,2026-06-26,
818,CAPA-2026-0595,쿠션 A,표시오류,하,원자재,생산2팀,C라인,LOT-20260626-600,자체검사,조현우,2026-07-15,analysis,2026-06-26,
819,CAPA-2026-0596,바디로션 A,기타,중,표준서미비,품질보증팀,D라인,LOT-20260626-455,내부감사,오도윤,2026-07-20,received,2026-06-26,
820,CAPA-2026-0597,헤어에센스 B,고객불만,상,표준서미비,생산2팀,D라인,LOT-20260626-623,자체검사,정하늘,2026-07-08,received,2026-06-26,
821,CAPA-2026-0598,립밤 B,포장불량,중,설비,품질보증팀,C라인,LOT-20260626-419,자체검사,이수민,2026-07-14,received,2026-06-26,
822,CAPA-2026-0599,블러셔 B,포장불량,하,설비,품질보증팀,A라인,LOT-20260627-903,고객사,박서준,2026-07-22,received,2026-06-27,
823,CAPA-2026-0600,선스틱 B,원료불량,중,표준서미비,생산1팀,B라인,LOT-20260627-461,내부감사,문서현,2026-07-09,analysis,2026-06-27,
824,CAPA-2026-0601,샴푸 B,표시오류,상,설비,구매팀,D라인,LOT-20260627-047,내부감사,신예은,2026-07-07,received,2026-06-27,
825,CAPA-2026-0602,바디로션 A,고객불만,중,기타,생산1팀,A라인,LOT-20260627-313,고객사,임지호,2026-07-12,received,2026-06-27,
826,CAPA-2026-0603,마스크팩 B,공정이탈,하,설비,품질보증팀,B라인,LOT-20260627-228,내부감사,윤서아,2026-07-20,received,2026-06-27,
827,CAPA-2026-0604,마스크팩 B,기타,하,표준서미비,생산1팀,B라인,LOT-20260627-053,자체검사,신예은,2026-07-16,received,2026-06-27,
828,CAPA-2026-0605,블러셔 A,원료불량,중,협력사,생산2팀,B라인,LOT-20260627-116,자체검사,박서준,2026-07-04,analysis,2026-06-27,
829,CAPA-2026-0606,세럼 B,원료불량,중,원자재,구매팀,C라인,LOT-20260627-505,고객사,한소율,2026-07-17,received,2026-06-27,
830,CAPA-2026-0607,립밤 B,기타,상,원자재,품질보증팀,D라인,LOT-20260627-569,자체검사,조현우,2026-07-16,received,2026-06-27,
831,CAPA-2026-0608,핸드크림 A,공정이탈,중,표준서미비,생산1팀,C라인,LOT-20260627-533,고객사,이수민,2026-07-19,analysis,2026-06-27,
832,CAPA-2026-0609,바디로션 B,고객불만,상,표준서미비,생산2팀,A라인,LOT-20260627-697,고객사,김지현,2026-07-22,received,2026-06-27,
833,CAPA-2026-0610,핸드크림 B,포장불량,상,표준서미비,품질보증팀,A라인,LOT-20260627-673,자체검사,김지현,2026-07-11,analysis,2026-06-27,
834,CAPA-2026-0611,아이섀도 B,포장불량,중,설비,물류팀,B라인,LOT-20260627-163,고객사,김지현,2026-07-11,received,2026-06-27,
835,CAPA-2026-0612,블러셔 B,기타,중,표준서미비,구매팀,C라인,LOT-20260627-047,고객사,윤서아,2026-07-17,analysis,2026-06-27,
836,CAPA-2026-0613,아이섀도 A,공정이탈,하,표준서미비,구매팀,D라인,LOT-20260627-928,고객사,신예은,2026-07-21,analysis,2026-06-27,
837,CAPA-2026-0614,선스틱 B,표시오류,중,표준서미비,품질보증팀,B라인,LOT-20260627-927,자체검사,신예은,2026-07-23,analysis,2026-06-27,
838,CAPA-2026-0615,선크림 A,원료불량,중,표준서미비,물류팀,D라인,LOT-20260627-330,고객사,이수민,2026-07-07,analysis,2026-06-27,
839,CAPA-2026-0616,샴푸 A,공정이탈,중,설비,생산1팀,A라인,LOT-20260627-678,정부기관,정하늘,2026-07-17,received,2026-06-27,
840,CAPA-2026-0617,파운데이션 B,포장불량,중,원자재,물류팀,D라인,LOT-20260628-436,고객사,박서준,2026-07-15,received,2026-06-28,
841,CAPA-2026-0618,쿠션 A,포장불량,하,협력사,생산2팀,C라인,LOT-20260628-756,자체검사,문서현,2026-07-09,received,2026-06-28,
842,CAPA-2026-0619,헤어에센스 B,고객불만,하,협력사,생산1팀,A라인,LOT-20260628-438,자체검사,최유리,2026-07-14,received,2026-06-28,
843,CAPA-2026-0620,앰플 B,포장불량,중,기타,생산1팀,B라인,LOT-20260628-652,자체검사,강민준,2026-07-12,received,2026-06-28,
844,CAPA-2026-0621,립스틱 A,고객불만,중,협력사,생산2팀,B라인,LOT-20260628-300,자체검사,정하늘,2026-07-24,analysis,2026-06-28,
845,CAPA-2026-0622,아이크림 A,공정이탈,중,기타,품질보증팀,C라인,LOT-20260628-700,정부기관,오도윤,2026-07-19,analysis,2026-06-28,
846,CAPA-2026-0623,세럼 A,고객불만,중,원자재,물류팀,D라인,LOT-20260628-146,고객사,조현우,2026-07-22,received,2026-06-28,
847,CAPA-2026-0624,세럼 A,표시오류,중,원자재,구매팀,B라인,LOT-20260628-314,내부감사,이수민,2026-07-20,received,2026-06-28,
848,CAPA-2026-0625,쿠션 A,공정이탈,하,표준서미비,생산2팀,B라인,LOT-20260628-974,자체검사,임지호,2026-07-23,received,2026-06-28,
849,CAPA-2026-0626,클렌징폼 A,공정이탈,상,표준서미비,생산1팀,D라인,LOT-20260628-760,내부감사,오도윤,2026-07-22,analysis,2026-06-28,
850,CAPA-2026-0627,헤어에센스 A,공정이탈,상,표준서미비,물류팀,D라인,LOT-20260628-327,고객사,한소율,2026-07-13,received,2026-06-28,
851,CAPA-2026-0628,앰플 A,공정이탈,상,설비,품질보증팀,A라인,LOT-20260628-402,자체검사,신예은,2026-07-11,analysis,2026-06-28,
852,CAPA-2026-0629,클렌징폼 A,공정이탈,중,작업자실수,품질보증팀,D라인,LOT-20260628-458,고객사,윤서아,2026-07-17,received,2026-06-28,
853,CAPA-2026-0630,블러셔 B,표시오류,중,협력사,품질보증팀,C라인,LOT-20260628-567,자체검사,윤서아,2026-07-11,received,2026-06-28,
854,CAPA-2026-0631,선크림 B,포장불량,중,기타,생산2팀,D라인,LOT-20260628-989,고객사,신예은,2026-07-24,analysis,2026-06-28,
855,CAPA-2026-0632,립스틱 B,공정이탈,중,작업자실수,품질보증팀,B라인,LOT-20260628-736,고객사,신예은,2026-07-06,analysis,2026-06-28,
856,CAPA-2026-0633,수분크림 A,원료불량,중,표준서미비,구매팀,B라인,LOT-20260628-920,고객사,박서준,2026-07-16,analysis,2026-06-28,
857,CAPA-2026-0634,쿠션 A,기타,하,설비,생산2팀,D라인,LOT-20260628-485,고객사,조현우,2026-07-08,analysis,2026-06-28,
858,CAPA-2026-0635,수분크림 A,고객불만,하,작업자실수,구매팀,B라인,LOT-20260628-068,고객사,배주안,2026-07-05,analysis,2026-06-28,
859,CAPA-2026-0636,마스크팩 B,기타,중,원자재,생산2팀,B라인,LOT-20260628-673,고객사,김지현,2026-07-07,analysis,2026-06-28,
860,CAPA-2026-0637,클렌징폼 B,고객불만,중,표준서미비,생산1팀,D라인,LOT-20260629-299,내부감사,조현우,2026-07-21,received,2026-06-29,
861,CAPA-2026-0638,선스틱 B,원료불량,상,기타,품질보증팀,B라인,LOT-20260629-248,고객사,정하늘,2026-07-18,received,2026-06-29,
862,CAPA-2026-0639,블러셔 A,공정이탈,중,원자재,물류팀,D라인,LOT-20260629-863,고객사,김지현,2026-07-11,received,2026-06-29,
863,CAPA-2026-0640,블러셔 B,원료불량,중,원자재,생산1팀,D라인,LOT-20260629-078,정부기관,신예은,2026-07-12,received,2026-06-29,
864,CAPA-2026-0641,파운데이션 A,표시오류,중,표준서미비,생산2팀,C라인,LOT-20260629-299,고객사,한소율,2026-07-26,analysis,2026-06-29,
865,CAPA-2026-0642,선크림 A,공정이탈,상,원자재,구매팀,A라인,LOT-20260629-708,고객사,윤서아,2026-07-10,analysis,2026-06-29,
866,CAPA-2026-0643,아이크림 B,고객불만,하,작업자실수,물류팀,B라인,LOT-20260629-959,내부감사,최유리,2026-07-23,received,2026-06-29,
867,CAPA-2026-0644,아이섀도 A,기타,하,표준서미비,구매팀,A라인,LOT-20260629-744,자체검사,배주안,2026-07-11,analysis,2026-06-29,
868,CAPA-2026-0645,립스틱 A,기타,중,기타,생산1팀,A라인,LOT-20260629-200,정부기관,조현우,2026-07-18,analysis,2026-06-29,
869,CAPA-2026-0646,아이섀도 B,고객불만,하,기타,품질보증팀,A라인,LOT-20260629-169,내부감사,정하늘,2026-07-17,analysis,2026-06-29,
